Larger automaton,Smaller automaton,L.states,L.initial,L.final,L.transitions,S.states,S.initial,S.final,S.transitions,ET.B.states,ET.B.final,ET.B.mean,ET.B.stddev,ET.B.median,ET.B.user,ET.B.system,ET.B.min,ET.B.max,ET.L.smt.checked,ET.L.smt.processed,ET.L.smt.sat,ET.L.smt.false,ET.L.smt.skipped,ET.L.smt.l.lasso,ET.L.smt.s.lasso,ET.L.smt.states,ET.L.smt.final,ET.L.smt.mean,ET.L.smt.stddev,ET.L.smt.median,ET.L.smt.user,ET.L.smt.system,ET.L.smt.min,ET.L.smt.max,ET.L.smt_free.checked,ET.L.smt_free.processed,ET.L.smt_free.sat,ET.L.smt_free.false,ET.L.smt_free.skipped,ET.L.smt_free.l.lasso,ET.L.smt_free.s.lasso,ET.L.smt_free.states,ET.L.smt_free.final,ET.L.smt_free.mean,ET.L.smt_free.stddev,ET.L.smt_free.median,ET.L.smt_free.user,ET.L.smt_free.system,ET.L.smt_free.min,ET.L.smt_free.max,ET.P.forward.checked,ET.P.forward.processed,ET.P.forward.sat,ET.P.forward.false,ET.P.forward.skipped,ET.P.forward.states,ET.P.forward.final,ET.P.forward.mean,ET.P.forward.stddev,ET.P.forward.median,ET.P.forward.user,ET.P.forward.system,ET.P.forward.min,ET.P.forward.max,ET.P.backward.checked,ET.P.backward.processed,ET.P.backward.sat,ET.P.backward.false,ET.P.backward.skipped,ET.P.backward.states,ET.P.backward.final,ET.P.backward.mean,ET.P.backward.stddev,ET.P.backward.median,ET.P.backward.user,ET.P.backward.system,ET.P.backward.min,ET.P.backward.max,ET.P.no_lengths.checked,ET.P.no_lengths.processed,ET.P.no_lengths.sat,ET.P.no_lengths.false,ET.P.no_lengths.skipped,ET.P.no_lengths.states,ET.P.no_lengths.final,ET.P.no_lengths.mean,ET.P.no_lengths.stddev,ET.P.no_lengths.median,ET.P.no_lengths.user,ET.P.no_lengths.system,ET.P.no_lengths.min,ET.P.no_lengths.max,ET.C.checked,ET.C.processed,ET.C.sat,ET.C.false,ET.C.skipped,ET.C.len.sat,ET.C.len.unsat,ET.C.par.sat,ET.C.par.unsat,ET.C.l.lasso,ET.C.s.lasso,ET.C.states,ET.C.final,ET.C.mean,ET.C.stddev,ET.C.median,ET.C.user,ET.C.system,ET.C.min,ET.C.max,FP.B.states,FP.B.final,FP.B.mean,FP.B.stddev,FP.B.median,FP.B.user,FP.B.system,FP.B.min,FP.B.max,FP.L.smt.checked,FP.L.smt.processed,FP.L.smt.sat,FP.L.smt.false,FP.L.smt.skipped,FP.L.smt.l.lasso,FP.L.smt.s.lasso,FP.L.smt.states,FP.L.smt.final,FP.L.smt.mean,FP.L.smt.stddev,FP.L.smt.median,FP.L.smt.user,FP.L.smt.system,FP.L.smt.min,FP.L.smt.max,FP.L.smt_free.checked,FP.L.smt_free.processed,FP.L.smt_free.sat,FP.L.smt_free.false,FP.L.smt_free.skipped,FP.L.smt_free.l.lasso,FP.L.smt_free.s.lasso,FP.L.smt_free.states,FP.L.smt_free.final,FP.L.smt_free.mean,FP.L.smt_free.stddev,FP.L.smt_free.median,FP.L.smt_free.user,FP.L.smt_free.system,FP.L.smt_free.min,FP.L.smt_free.max,FP.P.forward.checked,FP.P.forward.processed,FP.P.forward.sat,FP.P.forward.false,FP.P.forward.skipped,FP.P.forward.states,FP.P.forward.final,FP.P.forward.mean,FP.P.forward.stddev,FP.P.forward.median,FP.P.forward.user,FP.P.forward.system,FP.P.forward.min,FP.P.forward.max,FP.P.backward.checked,FP.P.backward.processed,FP.P.backward.sat,FP.P.backward.false,FP.P.backward.skipped,FP.P.backward.states,FP.P.backward.final,FP.P.backward.mean,FP.P.backward.stddev,FP.P.backward.median,FP.P.backward.user,FP.P.backward.system,FP.P.backward.min,FP.P.backward.max,FP.P.no_lengths.checked,FP.P.no_lengths.processed,FP.P.no_lengths.sat,FP.P.no_lengths.false,FP.P.no_lengths.skipped,FP.P.no_lengths.states,FP.P.no_lengths.final,FP.P.no_lengths.mean,FP.P.no_lengths.stddev,FP.P.no_lengths.median,FP.P.no_lengths.user,FP.P.no_lengths.system,FP.P.no_lengths.min,FP.P.no_lengths.max,FP.C.checked,FP.C.processed,FP.C.sat,FP.C.false,FP.C.skipped,FP.C.len.sat,FP.C.len.unsat,FP.C.par.sat,FP.C.par.unsat,FP.C.l.lasso,FP.C.s.lasso,FP.C.states,FP.C.final,FP.C.mean,FP.C.stddev,FP.C.median,FP.C.user,FP.C.system,FP.C.min,FP.C.max,FP.C.variable.checked,FP.C.variable.processed,FP.C.variable.sat,FP.C.variable.false,FP.C.variable.skipped,FP.C.variable.states,FP.C.variable.final,FP.C.variable.mean,FP.C.variable.stddev,FP.C.variable.median,FP.C.variable.user,FP.C.variable.system,FP.C.variable.min,FP.C.variable.max,
../../automata-benchmarks/nfa/non-vtf/armc/Bakery-4P-BinEnc-BwBad/armcNFA_inclTest_26.tmb,../../automata-benchmarks/nfa/non-vtf/armc/Bakery-4P-BinEnc-BwBad/armcNFA_inclTest_19.tmb,386,1,1,2363,94,1,1,320,6,1,0.5354365245200001,0.04760831941607246,0.5354365245200001,0.4132975,0.05290256,0.5017723590200001,0.5691006900200001,17,5,5,0,1,6,6,6,1,1.0750620075,0.518613305312446,1.0750620075,0.5408304799999999,0.06801937999999999,0.7083470225,1.4417769925,17,5,5,0,1,6,6,6,1,0.6283554571400001,0.12221830605977528,0.6283554571400001,0.48138684,0.0362138,0.5419340641400001,0.7147768501400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,6,0,1,6,1,3.78799423136,0.04774154469760892,3.78799423136,3.62761402,0.06658178000000001,3.7542358613599998,3.8217526013599996,19,6,6,0,2,5,0,5,0,8,8,6,1,3.957634763,0.008911217750488165,3.957634763,3.79004688,0.06083802,3.9513335805,3.9639359455000003,19,6,6,0,2,6,1,2.18276233356,0.02108994623835413,2.18276233356,2.02166632,0.07919747999999999,2.16784948956,2.19767517756,108,1,0.60545071492,0.05067222299844876,0.60545071492,0.42151626,0.05314437999999999,0.56962004242,0.6412813874200001,97,93,91,2,4,107,88,95,1,1.94939768476,0.04712112142962137,1.94939768476,1.75550704,0.08116003999999999,1.91607802026,1.98271734926,97,93,91,2,4,107,88,95,1,0.589673637,0.01588965669533842,0.589673637,0.49387173999999995,0.05530908,0.578437953,0.600909321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,100,100,0,9,108,1,18.55601654934,0.08680883726924146,18.55601654934,18.043330179999998,0.10523611999999999,18.49463343184,18.61739966684,84,79,68,11,5,67,11,67,0,97,87,71,1,13.76318511368,0.14425651926125335,13.76318511368,13.38066728,0.08871266,13.66118035068,13.86518987668,65,62,43,19,3,44,1,10.565997427,0.058304989567231895,10.565997427,10.342097599999999,0.09022771999999998,10.524769573499999,10.6072252805,

../../automata-benchmarks/nfa/non-vtf/armc/IBubbleSort-full-FbOneOne-Nondet/armcNFA_inclTest_15.tmb,../../automata-benchmarks/nfa/non-vtf/armc/IBubbleSort-full-FbOneOne-Nondet/armcNFA_inclTest_10.tmb,39,1,1,56,35,1,1,46,11,1,0.51593299766,0.042995593888922504,0.51593299766,0.3934944,0.055294659999999995,0.48553052166000005,0.54633547366,1,1,0,0,0,1,1,0,0,3.81492451414,0.3343176381413231,3.81492451414,0.4204594,0.060610939999999995,3.57852624514,4.05132278314,1,1,0,0,0,1,1,0,0,0.7564318456,0.36470003380149457,0.7564318456,0.39006233999999995,0.06516428,0.49854997860000005,1.0143137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,2,2,0,10,11,1,0.7740727755800001,0.06672417696352531,0.7740727755800001,0.5969761599999999,0.06076139999999999,0.7268916575800001,0.82125389358,,,155,1,0.5829353420000001,0.009336336004191663,0.5829353420000001,0.41110466,0.047095099999999994,0.5763335555,0.5895371285000001,
